Id_Show,Tipo,Titulo,Director,Actores,Lanzamiento,Clasificacion,Duracion,Genero,Plataforma
s7659,Movie,Once Upon a Time in London,Simon Rumley,"Leo Gregory, Terry Stone, Doug Allen, Andy Beckwith, Kate Braithwaite, Holly Earl, Joe Egan, Nadia Forde",2019,TV-MA,111 min,"Dramas, International Movies",Netflix
s7660,Movie,Once Upon a Time in the West,Sergio Leone,"Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti, Paolo Stoppa, Woody Strode, Jack Elam, Keenan Wynn, Frank Wolff, Lionel Stander",1968,PG-13,166 min,"Action & Adventure, Classic Movies, International Movies",Netflix
s7661,Movie,One Day,Banjong Pisanthanakun,"Chantavit Dhanasevi, Nittha Jirayungyurn, Theerapat Sajakul, Prim Bulakul, Kris Srepoomseth, Somyos Matures, Sutthatip Wutichaipradit, Rermthon Kemapech, Kaz Sawamura",2016,TV-PG,135 min,"Dramas, International Movies, Romantic Movies",Netflix
s7662,Movie,One Direction: This Is Us,Morgan Spurlock,"Harry Styles, Niall Horan, Zayn Malik, Louis Tomlinson, Liam Payne",2013,PG,92 min,"Documentaries, Music & Musicals",Netflix
s7663,Movie,One Heart: The A.R. Rahman Concert Film,Sin Datos,A.R. Rahman,2017,TV-G,87 min,"Documentaries, International Movies, Music & Musicals",Netflix
s7664,Movie,One Last Thing,Tim Rouhana,"Wendell Pierce, Jurnee Smollett-Bell, Joanne Froggatt, April Billingsley, Elizabeth Ludlow, David Kronawitter, Adora Dei, Eric Mendenhall, Ed Amatrudo, Kate Kovach",2018,TV-MA,92 min,Dramas,Netflix
s7665,Movie,One More Shot,Noah Moskin,Sin Datos,2017,TV-MA,89 min,Documentaries,Netflix
s7666,Movie,One Night Stand,Jasmine D'Souza,"Tanuj Virwani, Sunny Leone, Narendra Jetley, Aamir Ahmed, Kapil Punjabi, Madhurima Banerjee, Ninad Kamat, Geeta Bisht",2016,TV-MA,93 min,"Dramas, International Movies, Music & Musicals",Netflix
s7667,TV Show,One Strange Rock,Sin Datos,Will Smith,2018,TV-PG,1 Season,"Docuseries, Science & Nature TV",Netflix
s7668,Movie,Only God Forgives,Nicolas Winding Refn,"Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Gordon Brown, Yayaying Rhatha Phongam, Tom Burke, Sahajak Boonthanakit, Pitchawat Petchayahon, Charlie Ruedpokanon, Kowit Wattanakul, Wannisa Peungpa, Narucha Chaimareung",2013,R,90 min,"Cult Movies, Independent Movies, Thrillers",Netflix
s7669,Movie,Only the Dead,"Bill Guttentag, Michael Ware",Michael Ware,2015,TV-MA,76 min,"Documentaries, International Movies",Netflix
s7670,Movie,Open Season,"Roger Allers, Jill Culton","Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton",2006,PG,86 min,"Children & Family Movies, Comedies",Netflix
s7671,Movie,Operation Chromite,John H. Lee,"Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park",2016,NR,111 min,"Action & Adventure, Dramas, International Movies",Netflix
s7672,TV Show,Operation Gold Rush,Sin Datos,"Dan Snow, Felicity Ashton, Kevin Fong, Alisdair Simpson",2016,TV-14,1 Season,"British TV Shows, Reality TV",Netflix
s7673,Movie,Operation Mekong,Dante Lam,"Eddie Peng, Zhang Hanyu, Carl Ng, Ken Lo, Pawarith Monkolpisit, Jonathan Wu",2016,TV-MA,124 min,"Action & Adventure, International Movies",Netflix
s7674,Movie,Operation Odessa,Tiller Russell,Sin Datos,2018,TV-MA,93 min,Documentaries,Netflix
s7675,TV Show,Operation Ouch!,Sin Datos,"Chris van Tulleken, Xand van Tulleken",2012,TV-PG,1 Season,"British TV Shows, Kids' TV, TV Comedies",Netflix
s7676,TV Show,Operation Proposal,Sin Datos,"Seung-ho Yoo, Eun-bin Park, Kyung-pyo Go, Ye-won Kim, Hyun Jin Lee, Jin-joo Park",2012,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix
s7677,Movie,Operation Red Sea,Dante Lam,"Zhang Yi, Johnny Huang, Hai Qing, Du Jiang, Zhang Hanyu, Henry Prince Mak, Luxia Jiang, Yin Fang, Wang Yutian, Guo Jiahao",2018,TV-MA,139 min,"Action & Adventure, International Movies",Netflix
s7678,Movie,Operator,Logan Kibens,"Martin Starr, Mae Whitman, Nat Faxon, Cameron Esposito, Retta, Christine Lahti, Kate Cobb, Kristopher Lofton, Tim Hopper, Trevor Dawkins",2016,TV-MA,91 min,"Comedies, Dramas, Independent Movies",Netflix
s7679,Movie,Opium and the Kung Fu Master,Chia Tang,"Lung Ti, Te-Lo Mai, Leanne Liu, Kuan Tai Chen, Phillip Ko, Kuan-chung Ku, Kwok Kuen Chan, Hoi Sang Lee, Tau Wan Yue, Chia Tang, Shen Chan",1984,TV-MA,86 min,"Action & Adventure, International Movies",Netflix
s7680,TV Show,Origins Collection,Peter McDonnell,Sin Datos,2018,TV-PG,3 Seasons,Docuseries,Netflix
s7681,Movie,Oru Vishsheshapetta Biryani Kissa,Kiran Narayanan,"Nedumudi Venu, V.K. Sriraman, Lena, Sunil Sukhada, Mammukoya, Joju George, Bhagath Baby Manuel, Sasi Kalinga",2017,TV-14,122 min,"Comedies, Dramas, International Movies",Netflix
s7682,Movie,OtherLife,Ben C. Lucas,"Jessica De Gouw, T.J. Power, Thomas Cocquerel, Liam Graham, Clarence John Ryan, Maggie Meyer, Tiriel Mora, Priscilla-Anne Forder, Adriane Daff, Ian Toyne",2017,TV-MA,96 min,"Dramas, Independent Movies, International Movies",Netflix
s7683,Movie,Ottaal,Jayaraj Rajasekharan Nair,"Ashanth K. Shah, Kumarakom Vasudevan, Shine Tom Chacko, Sabitha Jayaraj, Thomas J. Kannampuzha",2014,TV-PG,88 min,"Dramas, International Movies",Netflix
s7684,Movie,Our Godfather,"Mark Franchetti, Andrew Meier",Tommaso Buscetta,2019,TV-MA,93 min,"Documentaries, International Movies",Netflix
s7685,Movie,Our House,Anthony Scott Burns,"Thomas Mann, Nicola Peltz, Percy Hynes White, Kate Moyer, Carlyn Burchell, John Ralston, Christine Horne, Allison Hossack, Lucius Hoyos, Marcia Bennett",2018,PG-13,90 min,"Horror Movies, Thrillers",Netflix
s7686,Movie,Our Shining Days,Sin Datos,"Lulu Xu, Yuchang Peng, Mingjie Luo, Yongxi Liu, Zhongyu Han, Zhaohua Lu",2017,TV-PG,103 min,"Comedies, Dramas, International Movies",Netflix
s7687,Movie,Outlawed,"Adam Collins, Luke Radford","Adam Collins, Jessica Norris, Ian Hitchens, Steven Blades, Zara Phythian, Anthony Burrows, Andy Calderwood, Emmeline Kellie, Andre Squire, Ollie Christie",2018,TV-MA,102 min,Action & Adventure,Netflix
s7688,Movie,P,Paul Spurrier,"Suangporn Jaturaphut, Opal, Dor Yodrak, Pisamai Pakdeevijit, Manthana Wannarod, Supatra Roongsawang, Narisara Sairatanee, Amy Siriya",2006,TV-MA,105 min,"Horror Movies, International Movies",Netflix
s7689,Movie,P Se PM Tak,Kundan Shah,"Meenakshi Dixit, Indrajeet Soni, Bharat Jadhav, Yashpal Sharma, Anjan Srivastav, Deepak Shirke, Akhilendra Mishra, Mushtaq Khan, Aanand Kale",2015,TV-14,117 min,"Comedies, Independent Movies, International Movies",Netflix
s7690,TV Show,P. King Duckling,Sin Datos,"Marc Thompson, Benjie Randall, Courtney Shaw",2016,TV-Y,1 Season,"Kids' TV, TV Comedies",Netflix
s7691,Movie,P.S. I Love You,Richard LaGravenese,"Hilary Swank, Gerard Butler, Lisa Kudrow, Gina Gershon, James Marsters, Kathy Bates, Harry Connick Jr., Nellie McKay, Jeffrey Dean Morgan, Dean Winters",2007,PG-13,126 min,"Dramas, Romantic Movies",Netflix
s7692,Movie,Paathi,Chandran Narikode,"Indrans, Joy Mathew, Kalabhavan Shajohn, Sasi Kalinga, Santhosh Keezhattoor, Valsala Menon, Seema G. Nair, Parvathi T",2017,TV-14,89 min,"Dramas, International Movies",Netflix
s7693,Movie,Pablo Escobar: Angel or Demon?,Jorge Granier,Sin Datos,2007,NR,82 min,"Documentaries, International Movies",Netflix
s7694,TV Show,Pacific Heat,Sin Datos,"Rob Sitch, Santo Cilauro, Tom Gleisner, Rebecca Massey, Lucia Mastrantone",2016,TV-14,1 Season,"Crime TV Shows, TV Comedies",Netflix
s7695,Movie,Pahuyut Fighting Beat,Piti Jaturaphat,"Nattanun Jantarawetch, David Bueno, Peerawat Herabat, Andrew Koji, Nahatai Lekbumrung, Lex Luther, Tim Man, Micky Nowacki, Sura Sankum, Amornrit Sriphung",2007,TV-MA,82 min,"Action & Adventure, International Movies",Netflix
s7696,Movie,Paid in Full,Charles Stone III,"Wood Harris, Mekhi Phifer, Kevin Carroll, Esai Morales, Chi McBride, Cam'ron, Remo Greene, Cynthia Martells, Elise Neal, Regina Hall, Joyce Walker",2002,R,98 min,"Action & Adventure, Dramas",Netflix
s7697,Movie,Paint It Black,Amber Tamblyn,"Alia Shawkat, Janet McTeer, Rhys Wakefield, Alfred Molina, Emily Rios, Nancy Kwan, John Roberts, Annabelle Attanasio, Ken Davitian",2016,R,96 min,Dramas,Netflix
s7698,Movie,Painted Faces,Alex Law,"Sammo Kam-Bo Hung, Ching-Ying Lam, Cheng Pei-pei",1988,TV-PG,108 min,"Dramas, International Movies",Netflix
s7699,TV Show,Pajanimals,Sin Datos,"John Kennedy, Victor Yerrid, Donna Kimball, Alice Dinnean, Paul Currie, Michael Winsor, Josh Elwell, Sarah Lyle",2011,TV-Y,1 Season,Kids' TV,Netflix
s7700,Movie,Palio,Cosima Spender,Sin Datos,2015,TV-14,91 min,"Documentaries, International Movies, Sports Movies",Netflix
s7701,Movie,Palm Trees in the Snow,Fernando González Molina,"Mario Casas, Adriana Ugarte, Macarena García, Alain Hernández, Laia Costa, Emilio Gutiérrez Caba, Berta Vázquez, Daniel Grao",2015,TV-MA,163 min,"Dramas, International Movies, Romantic Movies",Netflix
s7702,Movie,Panic Room,David Fincher,"Jodie Foster, Forest Whitaker, Dwight Yoakam, Jared Leto, Kristen Stewart, Ann Magnuson, Ian Buchanan, Patrick Bauchau, Paul Schulze",2002,R,112 min,Thrillers,Netflix
s7703,Movie,Papa the Great,Bhagyaraj,"Krishan Kumar, Nagma, Satya Prakash, Master Bobby, Satish Kaushik, Laxmikant Berde, Mahavir Shah, Anil Dhawan, Shama Deshpande, Shatrughan Sinha",2000,TV-PG,137 min,"Comedies, Dramas, International Movies",Netflix
s7704,Movie,Paper Year,Rebecca Addelman,"Hamish Linklater, Eve Hewson, Avan Jogia, Andie MacDowell",2018,TV-MA,89 min,"Dramas, Independent Movies, Romantic Movies",Netflix
s7705,Movie,Paranormal Activity,Oren Peli,"Katie Featherston, Randy McDowell, Amber Armstrong, Mark Fredrichs, Micah Sloat, Ashley Palmer, James Piper",2007,R,86 min,"Horror Movies, Thrillers",Netflix
s7706,TV Show,Paranormal Survivor,Sin Datos,Sin Datos,2016,TV-14,2 Seasons,Docuseries,Netflix
s7707,Movie,Pardes,Subhash Ghai,"Shah Rukh Khan, Amrish Puri, Mahima Chaudhry, Apoorva Agnihotri, Alok Nath, Himani Shivpuri, Padmavati Rao, Madhuri Bhatia, Dina Pathak, Benu Kalsi, Anand Balraj, Ajay Nagrath, Deepak Qazir, Shashi Sharma, Smita Jaykar, Pavan Malhotra, Aditya Narayan, Subhash Ghai",1997,TV-14,187 min,"Dramas, International Movies, Romantic Movies",Netflix
s7708,Movie,Pareeth Pandaari,Gafoor Y. Elliyaas,"Kalabhavan Shajohn, Sajitha Madathil, Jaffer Idukki, Sunil Sukhada, Joy Mathew, Ansiba",2017,TV-PG,109 min,"Dramas, Independent Movies, International Movies",Netflix
s7709,Movie,Paris Is Burning,Jennie Livingston,Sin Datos,1990,R,77 min,"Classic Movies, Cult Movies, Documentaries",Netflix
s7710,TV Show,Parks and Recreation,Sin Datos,"Amy Poehler, Rashida Jones, Aziz Ansari, Nick Offerman, Aubrey Plaza, Chris Pratt, Jim O'Heir, Retta, Adam Scott, Rob Lowe, Paul Schneider",2015,TV-14,7 Seasons,TV Comedies,Netflix
s7711,TV Show,Pasión de Gavilanes,Sin Datos,"Danna García, Mario Cimarro, Paola Rey, Jorge Cao, Juan Alfonso Baptista, Michel Brown, Gloria Gómez, Kristina Lilley, Natasha Klauss, Ana Lucía Domínguez, Zharick León, Lorena Meritano",2003,TV-14,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix
s7712,Movie,Passenger 57,Kevin Hooks,"Wesley Snipes, Bruce Payne, Tom Sizemore, Alex Datcher, Bruce Greenwood, Elizabeth Hurley, Michael Horse, Marc Macaulay, Ernie Lively",1992,R,84 min,Action & Adventure,Netflix
s7713,Movie,Patiala House,Nikhil Advani,"Rishi Kapoor, Dimple Kapadia, Akshay Kumar, Anushka Sharma, Tinnu Anand, Soni Razdan, Prem Chopra, Masood Akhtar, Jeneva Talwar, Suparna Marwah",2011,TV-PG,140 min,"Dramas, International Movies, Sports Movies",Netflix
s7714,Movie,Patient Seventeen,Jeremy Kenyon Lockyer Corbell,Sin Datos,2017,TV-14,68 min,Documentaries,Netflix
s7715,Movie,Patriot Games,Phillip Noyce,"Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch, James Fox, Samuel L. Jackson, Polly Walker, J.E. Freeman, James Earl Jones, Richard Harris",1992,R,117 min,Action & Adventure,Netflix
s7716,Movie,Patron Mutlu Son Istiyor,Kıvanç Baruönü,"Tolga Çevik, Ezgi Mola, Murat Başoğlu, Erkan Can, Ersin Korkut, Mustafa Uzunyılmaz, Nusret Çetinel, Ayşenur Yazıcı",2014,TV-MA,105 min,"Comedies, International Movies, Romantic Movies",Netflix
s7717,Movie,Paul Blart: Mall Cop,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays, Raini Rodriguez, Shirley Knight, Stephen Rannazzisi, Peter Gerety, Bobby Cannavale, Adam Ferrara, Jamal Mixon, Adhir Kalyan, Gary Valentine",2009,PG,91 min,"Action & Adventure, Comedies",Netflix
s7718,Movie,Paulettante Veedu,Dileep Narayanan,"Saikumar, Amal Unnithan, Manasa Radhakrishnan, K.P.A.C. Lalitha, Sudheer Karamana, Seema G. Nair",2016,TV-14,104 min,"Dramas, International Movies",Netflix
s7719,TV Show,Pawn Stars,Sin Datos,"Corey Harrison, Richard Harrison, Rick Harrison, Austin ""Chumlee"" Russell",2010,TV-14,1 Season,Reality TV,Netflix
s7720,Movie,Paying Guests,Paritosh Painter,"Shreyas Talpade, Javed Jaffrey, Aashish Chaudhary, Vatsal Seth, Celina Jaitly, Johnny Lever, Delnaaz Paul, Riya Sen, Sayali Bhagat, Neha Dhupia",2009,TV-14,114 min,"Comedies, International Movies",Netflix
s7721,Movie,Pee Mak,Banjong Pisanthanakun,"Mario Maurer, Davika Hoorne, Nattapong Chartpong, Pongsatorn Jongwilak, Wiwat Kongrasri, Kantapat Permpoonpatcharasuk, Sean Jindachot",2013,TV-MA,112 min,"Comedies, Horror Movies, International Movies",Netflix
s7722,TV Show,Pee-wee's Playhouse,Sin Datos,Paul Reubens,1990,TV-PG,5 Seasons,"Classic & Cult TV, Kids' TV, TV Comedies",Netflix
s7723,Movie,Pee-wee's Playhouse: Christmas Special,"Paul Reubens, Wayne Orr","Paul Reubens, Annette Funicello, Frankie Avalon, Grace Jones, k.d. lang, Dinah Shore, Little Richard, Cher, Eadie del Rubio, Magic Johnson, Elena del Rubio, Zsa Zsa Gabor, Milly del Rubio, Whoopi Goldberg, Oprah Winfrey, Joan Rivers",1988,TV-PG,48 min,Movies,Netflix
s7724,Movie,Pekak,Mohd Khairul Azri Bin Md Noor,"Zahiril Adzim, Sharifah Amani, Amerul Affendi, Sharifah Sakinah, Iedil Putra, Zaidi Omar, Joe Flizzow, Chew Kin-Wah",2016,TV-MA,95 min,"Dramas, International Movies",Netflix
s7725,Movie,Penelope,Mark Palansky,"Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods",2006,PG,89 min,"Children & Family Movies, Comedies, Romantic Movies",Netflix
s7726,TV Show,Penny Dreadful,Sin Datos,"Josh Hartnett, Eva Green, Timothy Dalton, Reeve Carney, Rory Kinnear, Billie Piper, Danny Sapani, Harry Treadaway",2016,TV-MA,3 Seasons,"TV Dramas, TV Horror, TV Mysteries",Netflix
s7727,Movie,People You May Know,J.C. Falcón,"Sean Maher, Andrea Grano, Mark Cirillo, Nacho San José, Curt Hansen, Trey McCurley, Jimmy Shaw, Carmen Maura",2016,TV-MA,108 min,"Dramas, LGBTQ Movies",Netflix
s7728,Movie,Perfect Bid: The Contestant Who Knew Too Much,C.J. Wallis,Theodore Slauson,2017,TV-MA,72 min,Documentaries,Netflix
s7729,Movie,Perfect Stranger,James Foley,"Halle Berry, Bruce Willis, Giovanni Ribisi, Richard Portnow, Gary Dourdan, Florencia Lozano, Nicki Aycox, Kathleen Chalfant, Gordon MacDonald, Daniella Van Graas",2007,R,109 min,Thrillers,Netflix
s7730,TV Show,Person of Interest,Sin Datos,"Jim Caviezel, Michael Emerson, Taraji P. Henson, Kevin Chapman, Sarah Shahi, Amy Acker",2016,TV-14,5 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",Netflix
s7731,Movie,Personal Shopper,Olivier Assayas,"Kristen Stewart, Lars Eidinger, Sigrid Bouaziz, Anders Danielsen Lie, Ty Olwin, Hammou Graïa, Nora von Waldstätten, Benjamin Biolay, Audrey Bonnet, Pascal Rambert",2016,R,105 min,"Dramas, International Movies, Thrillers",Netflix
s7732,Movie,Peter and the Farm,Tony Stone,Peter Dunning,2016,TV-MA,92 min,Documentaries,Netflix
s7733,Movie,Peter Rabbit,Will Gluck,"James Corden, Domhnall Gleeson, Rose Byrne, Margot Robbie, Daisy Ridley, Elizabeth Debicki, Vauxhall Jermaine, Marianne Jean-Baptiste, Sia, Colin Moody",2018,PG,95 min,"Children & Family Movies, Comedies",Netflix
s7734,Movie,Phamous,Karan Lalit Butani,"Jimmy Shergill, Kay Kay Menon, Jackie Shroff, Shriya Saran, Pankaj Tripathi, Mahie Gill, Jameel Khan, Deep Raj Rana",2018,TV-MA,108 min,"Dramas, International Movies, Thrillers",Netflix
s7735,Movie,Phantom Boy,"Jean-Loup Felicioli, Alain Gagnol","Marcus D'Angelo, Vincent D'Onofrio, Fred Armisen, Jared Padalecki, Joey Camen, Brian T. Delaney, Melissa Disney, Bill Lobley, Amanda Céline Miller, Dana Snyder, Stephanie Sheh",2015,PG,85 min,"Action & Adventure, Dramas, International Movies",Netflix
s7736,Movie,Philadelphia,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas, Ron Vawter, Robert Ridgely, Charles Napier, Lisa Summerour, Obba Babatundé",1993,PG-13,126 min,"Classic Movies, Dramas, LGBTQ Movies",Netflix
s7737,Movie,Phir Se,"Ajay Bhuyan, Kunal Kohli","Kunal Kohli, Jennifer Winget, Sumona Chakravarti, Sushmita Mukherjee, Kanwaljit Singh, Dalip Tahil, Rajit Kapoor",2015,TV-14,118 min,"International Movies, Romantic Movies",Netflix
s7738,Movie,Phobia 2,"Banjong Pisanthanakun, Paween Purikitpanya, Songyos Sugmakanan, Parkpoom Wongpoom, Visute Poolvoralaks","Jirayu La-ongmanee, Charlie Trairat, Worrawech Danuwong, Marsha Wattanapanich, Nicole Theriault, Chumphorn Thepphithak, Gacha Plienwithi, Suteerush Channukool, Peeratchai Roompol, Nattapong Chartpong",2009,TV-MA,125 min,"Horror Movies, International Movies",Netflix
s7739,Movie,Phone Swap,Kunle Afolayan,"Wale Ojo, Nse Ikpe-Etim, Lydia Forson, Joke Silva, Chika Okpala, Ada Ameh, Hafeez Oyetoro, Chika Chukwu",2012,TV-14,112 min,"Comedies, International Movies, Romantic Movies",Netflix
s7740,Movie,Phullu,Abhishek Saxena,"Sharib Hashmi, Nutan Surya, Jyotii Sethi, Inaamulhaq, Trisha Kale, Namya Saxena, Shivam Pradhan, Kimti Anand, Paras Raj Gandhi",2017,TV-14,96 min,"Dramas, Independent Movies, International Movies",Netflix
s7741,Movie,Pick of the Litter,"Dana Nachman, Don Hardy Jr.",Sin Datos,2018,TV-PG,81 min,"Children & Family Movies, Documentaries",Netflix
s7742,Movie,Pierre Jackson,Christopher Nolen,"Trae Ireland, Chrystee Pharris, Brian Hooks, Dawnisha Halfkenny, Ebony Byrd Wesley, Simeon Henderson, Marquita Goings, Lew Collins, Kendra Gilliams, Caneil Oliver",2018,TV-MA,81 min,Romantic Movies,Netflix
s7743,Movie,Pimpal,Gajendra Ahire,"Dilip Prabhavalkar, Priya Bapat, Kishore Kadam, Vrinda Gajendra, Alok Rajwade, Sakhi Gokhale",2017,TV-PG,92 min,"Dramas, Independent Movies, International Movies",Netflix
s7744,TV Show,Pioneers of African-American Cinema,"Oscar Micheaux, Spencer Williams, Richard E. Norman, Richard Maurice",Sin Datos,1946,TV-14,1 Season,TV Shows,Netflix
s7745,Movie,Pitaah,Mahesh Manjrekar,"Sanjay Dutt, Nandita Das, Om Puri, Jackie Shroff, Mita Vashisht, Sachin Khedekar, Anjan Srivastav, Dinesh Anand, Mink Singh, Siddharth",2002,TV-MA,127 min,"Dramas, International Movies, Music & Musicals",Netflix
s7746,Movie,"Pizza, birra, faso","Israel Adrián Caetano, Bruno Stagnaro","Héctor Anglada, Jorge Sesán, Pamela Jordán, Adrián Yospe, Daniel Di Biase, Walter Díaz, Martín Adjemián, Elena Cánepa, Rubén Rodríguez, Tony Lestingi, Alejandro Pous",1998,TV-MA,81 min,"Dramas, International Movies",Netflix
s7747,Movie,"Plaire, aimer et courir vite",Christophe Honoré,"Vincent Lacoste, Pierre Deladonchamps, Denis Podalydès, Adèle Wismes, Thomas Gonzalez, Clement Metayer, Quentin Thébault, Tristan Farge, Sophie Letourneur",2018,TV-MA,133 min,"Dramas, Independent Movies, International Movies",Netflix
s7748,TV Show,Planet Earth II,Sin Datos,David Attenborough,2016,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Netflix
s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Netflix
s7750,Movie,Planet Hulk,Sam Liu,"Rick D. Wasserman, Lisa Ann Beley, Mark Hildreth, Liam O'Brien, Kevin Michael Richardson, Sam Vincent, Advah Soudack, Michael Kopsa, Paul Dobson, Marc Worden",2010,TV-14,81 min,"Action & Adventure, Sci-Fi & Fantasy",Netflix
s7751,Movie,Planetarium,Rebecca Zlotowski,"Natalie Portman, Lily-Rose Depp, Emmanuel Salinger, Amira Casar, Pierre Salvadori, Louis Garrel",2016,TV-MA,108 min,"Dramas, International Movies",Netflix
s7752,Movie,Platoon,Oliver Stone,"Tom Berenger, Willem Dafoe, Charlie Sheen, Forest Whitaker, Francesco Quinn, John C. McGinley, Richard Edson, Kevin Dillon, Reggie Johnson, Keith David",1986,R,120 min,"Action & Adventure, Classic Movies, Dramas",Netflix
s7753,Movie,Playing for Time,"Daniel Mann, Joseph Sargent","Vanessa Redgrave, Jane Alexander, Maud Adams, Donna Haley, Robin Bartlett, Marisa Berenson, Will Lee, Verna Bloom, Christine Baranski, Lenore Harris",1980,TV-14,149 min,Dramas,Netflix
s7754,Movie,Playing Hard,Jean-Simon Chartier,Sin Datos,2018,TV-MA,92 min,"Documentaries, International Movies",Netflix
s7755,Movie,Pope Francis: A Man of His Word,Wim Wenders,Pope Francis,2018,PG,96 min,"Documentaries, Faith & Spirituality, International Movies",Netflix
s7756,Movie,Popeye,Robert Altman,"Robin Williams, Shelley Duvall, Ray Walston, Paul Dooley, Paul L. Smith, Richard Libertini, Donald Moffat, Macintyre Dixon, Roberta Maxwell, Donovan Scott",1980,PG,114 min,"Action & Adventure, Children & Family Movies, Comedies",Netflix
s7757,TV Show,Portlandia,Sin Datos,"Fred Armisen, Carrie Brownstein",2018,TV-14,8 Seasons,TV Comedies,Netflix
s7758,Movie,Porto,Gabe Klinger,"Anton Yelchin, Lucie Lucas, Françoise Lebrun, Paulo Calatré",2016,TV-MA,77 min,"Dramas, Independent Movies, Romantic Movies",Netflix
s7759,Movie,Postcards from London,Steve McLean,"Harris Dickinson, Jonah Hauer-King, Alessandro Cimadamore, Leonardo Salerni, Raphael Desprez, Jerome Holder, Leemore Marrett Jr., Silas Carson, Stephen Boxer, Leo Hatton, Ben Cura",2018,TV-MA,90 min,"Dramas, Independent Movies, LGBTQ Movies",Netflix
s7760,TV Show,Powder,Sin Datos,"Manish Chaudhary, Pankaj Tripathi, Geetika Tyagi, Rahul Bagga",2010,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Netflix
s7761,TV Show,Power Battle Watch Car,Sin Datos,"Sang-hyun Um, Tae-yeol Jeon, Yeong-wung Jeong, Hye-won Jeong, Yong-woo Shin, Jin-hong Bae, Do-hyeong Nam, Min-kyu Lee",2016,TV-Y7,1 Season,"Kids' TV, Korean TV Shows",Netflix
s7762,TV Show,Power Rangers Dino Charge,Sin Datos,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",2015,TV-Y7,1 Season,Kids' TV,Netflix
s7763,TV Show,Power Rangers Dino Super Charge,Sin Datos,"Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder",2016,TV-Y7,1 Season,Kids' TV,Netflix
s7764,TV Show,Power Rangers Dino Thunder,Sin Datos,"James Napier, Kevin Duhaney, Emma Lahana, Jason David Frank, Jeffrey Parazzo, Katrina Devine, Tom Hern, Miriama Smith, Latham Gaines, James Gaylyn",2004,TV-Y7,1 Season,Kids' TV,Netflix
s7765,TV Show,Power Rangers in Space,Sin Datos,"Tracy Lynn Cruz, Patricia Ja Lee, Christopher Khayman Lee, Justin Nimmo, Roger Velasco, Selwyn Ward, Melody Perkins, Paul Schrier, Jason Narvy, Mioko Fujiwara, Soichiro Hoshi, Yuji Kishimoto, Sanae Kobayashi, Tsuyoshi Takishita, Lex Lang",1998,TV-Y7,1 Season,Kids' TV,Netflix
s7766,TV Show,Power Rangers Jungle Fury,Sin Datos,"Jason Smith, Aljin Abella, Anna Hutchison, David de Lautour, Nikolai Nikolaeff, Sarah Thomson, Bede Skinner, Holly Shanahan, Kelson Henderson, Richard Simpson, Cameron Rhodes, Elisabeth Easther, Mark Wright, Derek Judge",2008,TV-Y7,1 Season,Kids' TV,Netflix
s7767,TV Show,Power Rangers Lightspeed Rescue,Sin Datos,"Michael Chaturantabut, Sean CW Johnson, Alison MacInnis, Keith Robinson, Sasha Craig, Monica Louwerens, Rhett Fisher, Ron Roggé, Jennifer L. Yen, Kim Strauss",2000,TV-Y7,1 Season,Kids' TV,Netflix
s7768,TV Show,Power Rangers Lost Galaxy,Sin Datos,"Archie Kao, Reggie Rolle, Danny Slavin, Valerie Vernon, Cerina Vincent, Russell Lawrence, Amy Miller, Melody Perkins, Kazuki Maehara, Eri Tanaka, Terence J. Rotolo, Hiroshi Tsuchida, Tom Whyte, Bob Papenbrook, Mari Maruta",1999,TV-Y7,1 Season,Kids' TV,Netflix
s7769,TV Show,Power Rangers Mystic Force,Sin Datos,"Firass Dirani, Angie Diaz, Richard Brancatisano, Melanie Vallejo, Nic Sampson, John Tui, Peta Rutter, Antonia Prebble, Barnie Duncan, Kelson Henderson, Donogh Rees, Geoff Dolan, Holly Shanahan",2006,TV-Y7,1 Season,Kids' TV,Netflix
